,_step,eval/loss,_runtime,eval/entropy,eval/num_tokens,train/epoch,eval/steps_per_second,eval/samples_per_second,eval/mean_token_accuracy,eval/runtime,_timestamp,train/global_step,train/entropy,train/mean_token_accuracy,train/num_tokens,train/loss,train/grad_norm,train/learning_rate
36,36,,772.555354989,,,0.14814814814814814,,,,,1764176736.845273,36,1.7091153860092163,0.6113592982292175,47260.0,1.658,1.3967574834823608,1.9896341474445526e-05
37,37,,772.849539086,,,0.1522633744855967,,,,,1764176737.1396995,37,1.498603343963623,0.6905790567398071,48421.0,1.4234,1.541010856628418,1.987461877752552e-05
38,38,,773.143800462,,,0.15637860082304528,,,,,1764176737.4337997,38,1.7674815654754639,0.6122082471847534,49539.0,1.7933,1.708067536354065,1.985084539265195e-05
39,39,,773.587115659,,,0.16049382716049382,,,,,1764176737.8770528,39,1.480912446975708,0.6625698208808899,51333.0,1.5336,1.316518783569336,1.982502625690595e-05
40,40,,773.901425993,,,0.1646090534979424,,,,,1764176738.1914387,40,1.6964291334152222,0.6394112706184387,52560.0,1.5701,1.6616764068603516,1.9797166732215078e-05
41,41,,774.202195855,,,0.16872427983539096,,,,,1764176738.4922025,41,1.5760995149612427,0.642297625541687,53713.0,1.4254,1.6585291624069214,1.9767272604239823e-05
42,42,,774.498132873,,,0.1728395061728395,,,,,1764176738.788176,42,1.570913314819336,0.6536718010902405,54820.0,1.4442,1.6457644701004028,1.973535008117207e-05
43,43,,774.787104415,,,0.17695473251028807,,,,,1764176739.0771244,43,1.4806734323501587,0.6703296899795532,55734.0,1.3463,1.8323551416397095,1.9701405792445815e-05
44,44,,775.093566343,,,0.18106995884773663,,,,,1764176739.3836148,44,1.3450391292572021,0.6929429173469543,57070.0,1.2773,1.485350489616394,1.9665446787360444e-05
45,45,,775.389616711,,,0.18518518518518517,,,,,1764176739.6797078,45,1.6091493368148804,0.6189591288566589,58150.0,1.6321,1.8225747346878052,1.962748053361675e-05
46,46,,775.662067128,,,0.18930041152263374,,,,,1764176739.952141,46,1.4875290393829346,0.6962962746620178,59099.0,1.3734,2.0347912311553955,1.9587514915766124e-05
47,47,,775.99692866,,,0.1934156378600823,,,,,1764176740.2869477,47,1.4950978755950928,0.6696969866752625,60753.0,1.4416,1.3893665075302124,1.9545558233573136e-05
48,48,,776.464586148,,,0.19753086419753085,,,,,1764176740.7545996,48,1.5661174058914185,0.6466031074523926,62435.0,1.5776,1.5116407871246338,1.950161920029191e-05
49,49,,776.74183552,,,0.20164609053497942,,,,,1764176741.0318606,49,1.5342553853988647,0.6672629714012146,63557.0,1.4912,1.7575181722640991,1.9455706940856602e-05
50,50,,777.053120732,,,0.205761316872428,,,,,1764176741.3431432,50,1.461422324180603,0.6713286638259888,64705.0,1.4638,1.7161686420440674,1.940783098998643e-05
51,51,,777.400793294,,,0.20987654320987653,,,,,1764176741.6908042,51,1.2496545314788818,0.705329179763794,65985.0,1.2231,1.5346455574035645,1.9358001290205542e-05
52,52,,777.720965814,,,0.2139917695473251,,,,,1764176742.0109706,52,1.3351480960845947,0.6910246014595032,67248.0,1.246,1.5900282859802246,1.9306228189778255e-05
53,53,,778.052786153,,,0.21810699588477367,,,,,1764176742.3426878,53,1.2800852060317993,0.6986518502235413,68513.0,1.3057,2.5125114917755127,1.925252244055998e-05
54,54,,778.38167313,,,0.2222222222222222,,,,,1764176742.6716874,54,1.1970421075820923,0.7105262875556946,70151.0,1.2124,1.3631352186203003,1.9196895195764363e-05
55,55,,778.685141945,,,0.22633744855967078,,,,,1764176742.9752116,55,1.2310395240783691,0.7115646004676819,71625.0,1.3379,1.4309924840927124,1.9139358007647085e-05
56,56,,778.995717756,,,0.23045267489711935,,,,,1764176743.2857282,56,1.2055402994155884,0.7289401888847351,73101.0,1.2714,1.4085206985473633,1.907992282510675e-05
57,57,,779.29948185,,,0.2345679012345679,,,,,1764176743.5894823,57,1.2386674880981445,0.6947996616363525,74278.0,1.2846,1.65623140335083,1.901860199120344e-05
58,58,,779.602757735,,,0.23868312757201646,,,,,1764176743.8928277,58,1.23257577419281,0.7297029495239258,75292.0,1.2225,1.7311259508132935,1.8955408240595396e-05
59,59,,779.931310001,,,0.24279835390946503,,,,,1764176744.2213223,59,1.2412610054016113,0.7030848264694214,76852.0,1.3011,1.3765339851379395,1.8890354696894374e-05
60,60,,780.395248186,,,0.24691358024691357,,,,,1764176744.6852849,60,1.239159107208252,0.7174016237258911,78965.0,1.2338,1.2012882232666016,1.8823454869940243e-05
61,61,,780.665908322,,,0.25102880658436216,,,,,1764176744.955914,61,1.2540329694747925,0.7056530117988586,79995.0,1.2285,1.6665247678756714,1.8754722652995346e-05
62,62,,781.001036654,,,0.2551440329218107,,,,,1764176745.2910354,62,1.221705436706543,0.700454831123352,81538.0,1.2777,1.370600700378418,1.8684172319859258e-05
63,63,,781.310513914,,,0.25925925925925924,,,,,1764176745.6005404,63,1.4577093124389648,0.6845188140869141,82737.0,1.4508,1.6670176982879639,1.861181852190451e-05
64,64,,781.786667829,,,0.26337448559670784,,,,,1764176746.076637,64,1.1194891929626465,0.7304762005805969,84841.0,1.1257,1.2098900079727173,1.8537676285033886e-05
65,65,,782.159563145,,,0.2674897119341564,,,,,1764176746.449527,65,1.096738576889038,0.7644230723381042,86509.0,1.0335,1.1689029932022095,1.8461761006559982e-05
66,66,,782.452970771,,,0.2716049382716049,,,,,1764176746.7430072,66,1.0519155263900757,0.7552040219306946,87714.0,1.0796,1.684901237487793,1.838408845200758e-05
67,67,,782.786261801,,,0.2757201646090535,,,,,1764176747.076218,67,1.4908369779586792,0.6701360940933228,88967.0,1.3981,1.676313877105713,1.8304674751839583e-05
68,68,,783.073119061,,,0.27983539094650206,,,,,1764176747.3631473,68,1.0505667924880981,0.7779017686843872,89867.0,1.0237,1.8118795156478882,1.8223536398107177e-05
69,69,,783.376198826,,,0.2839506172839506,,,,,1764176747.6662562,69,1.1964242458343506,0.7392120361328125,90937.0,1.2031,1.5839747190475464,1.8140690241024872e-05
70,70,,783.680012081,,,0.2880658436213992,,,,,1764176747.9700365,70,1.054192304611206,0.7728437185287476,92112.0,0.9373,1.5081486701965332,1.8056153485471167e-05
71,71,,784.038545213,,,0.29218106995884774,,,,,1764176748.328633,71,1.4867690801620483,0.6428571343421936,93978.0,1.5792,1.4011662006378174,1.7969943687415575e-05
72,72,,784.581601517,,,0.2962962962962963,,,,,1764176748.871566,72,1.2719788551330566,0.694656491279602,96209.0,1.3058,1.1740174293518066,1.788207875027274e-05
73,73,,784.92915399,,,0.3004115226337449,,,,,1764176749.2191632,73,1.1228680610656738,0.7325162291526794,97600.0,1.1603,1.398391842842102,1.7792576921184374e-05
74,74,,785.498732287,,,0.3045267489711934,,,,,1764176749.7886908,74,1.0790318250656128,0.7316429018974304,99497.0,1.1334,1.2523269653320312,1.7701456787229805e-05
75,75,,785.816669254,,,0.30864197530864196,,,,,1764176750.1065826,75,1.2509406805038452,0.7223032116889954,100873.0,1.2528,1.3639031648635864,1.7608737271566004e-05
76,76,,786.112731072,,,0.31275720164609055,,,,,1764176750.4027567,76,1.0900198221206665,0.745954692363739,102113.0,1.1023,1.4590574502944946,1.751443762949772e-05
77,77,,786.413026594,,,0.3168724279835391,,,,,1764176750.7031193,77,1.1743667125701904,0.7225386500358582,103346.0,1.1852,1.5153449773788452,1.741857744447869e-05
78,78,,786.754227502,,,0.32098765432098764,,,,,1764176751.0441492,78,1.3337838649749756,0.7021791934967041,105002.0,1.3094,1.4019428491592407,1.732117662404469e-05
79,79,,787.05103753,,,0.32510288065843623,,,,,1764176751.3410325,79,1.4098682403564453,0.6876438856124878,106309.0,1.439,1.553131341934204,1.7222255395679298e-05
80,80,,787.369245468,,,0.3292181069958848,,,,,1764176751.6592424,80,1.1261605024337769,0.7317473292350769,107532.0,1.1569,1.5199288129806519,1.712183430261319e-05
81,81,,787.664058835,,,0.3333333333333333,,,,,1764176751.9540353,81,1.2159720659255981,0.7364990711212158,108610.0,1.2002,1.6008450984954834,1.7019934199557868e-05
82,82,,787.969844712,,,0.3374485596707819,,,,,1764176752.2599835,82,1.2752091884613037,0.7230215668678284,109726.0,1.2184,1.8167120218276978,1.691657624837472e-05
83,83,,788.267289921,,,0.34156378600823045,,,,,1764176752.557299,83,1.2610230445861816,0.7071678042411804,110874.0,1.3001,1.5004383325576782,1.6811781913680273e-05
84,84,,788.713614441,,,0.345679012345679,,,,,1764176753.0036526,84,1.4411541223526,0.6748911738395691,112945.0,1.4167,1.1071428060531616,1.6705572958388576e-05
85,85,,789.055470239,,,0.3497942386831276,,,,,1764176753.3455062,85,1.144328236579895,0.7418909668922424,114398.0,1.1199,1.3319121599197388,1.659797143919165e-05
86,86,,789.522941796,,,0.35390946502057613,,,,,1764176753.8128295,86,1.2398123741149902,0.7130270600318909,115991.0,1.2467,1.242911696434021,1.6488999701978905e-05
87,87,,789.80293081,,,0.35802469135802467,,,,,1764176754.0929434,87,1.183601975440979,0.7393745183944702,117242.0,1.0897,1.4391436576843262,1.6378680377196526e-05
88,88,,790.125204501,,,0.36213991769547327,,,,,1764176754.4151642,88,1.2458995580673218,0.7103791236877441,118855.0,1.2648,1.2419520616531372,1.6267036375147728e-05
89,89,,790.453201848,,,0.3662551440329218,,,,,1764176754.7431839,89,1.108583927154541,0.7388843894004822,120096.0,1.1549,1.4123859405517578,1.615409088123493e-05
90,90,,790.838178183,,,0.37037037037037035,,,,,1764176755.128254,90,1.1484944820404053,0.7288228869438171,121918.0,1.1655,1.3326966762542725,1.6039867351144778e-05
91,91,,791.152702777,,,0.37448559670781895,,,,,1764176755.4426928,91,1.0460768938064575,0.7427710890769958,123582.0,1.129,1.3052599430084229,1.5924389505977038e-05
92,92,,791.495394966,,,0.3786008230452675,,,,,1764176755.7854092,92,1.3435757160186768,0.675694465637207,125026.0,1.3284,1.5633606910705566,1.5807681327318372e-05
93,93,,791.80937584,,,0.38271604938271603,,,,,1764176756.0993996,93,1.0614142417907715,0.7354452013969421,126198.0,1.1179,1.5497324466705322,1.5689767052262028e-05
94,94,,792.112428894,,,0.3868312757201646,,,,,1764176756.402452,94,1.3685815334320068,0.7116620540618896,127291.0,1.3282,1.5676360130310059,1.557067116837444e-05
95,95,,792.415576868,,,0.39094650205761317,,,,,1764176756.7055142,95,1.1065874099731445,0.7473404407501221,128423.0,1.0204,1.4197139739990234,1.545041840860986e-05
96,96,,792.722086386,,,0.3950617283950617,,,,,1764176757.0121045,96,0.9166062474250793,0.7849089503288269,129580.0,0.8726,1.3959031105041504,1.5329033746173975e-05
97,97,,793.010351427,,,0.3991769547325103,,,,,1764176757.3003547,97,1.137804388999939,0.7468926310539246,130469.0,1.1113,1.7250428199768066,1.520654238933767e-05
98,98,,793.305437975,,,0.40329218106995884,,,,,1764176757.595472,98,1.0637965202331543,0.7686768770217896,131584.0,1.0322,1.3665869235992432,1.5082969776201948e-05
99,99,,793.637560474,,,0.4074074074074074,,,,,1764176757.9275544,99,1.07963228225708,0.7540983557701111,132991.0,1.0434,1.3774096965789795,1.4958341569415149e-05
100,100,,794.14895341,,,0.411522633744856,,,,,1764176758.4389544,100,1.4179165363311768,0.692396342754364,134731.0,1.3769,1.3168779611587524,1.483268365084351e-05
101,101,,794.414764422,,,0.4156378600823045,,,,,1764176758.7048063,101,1.1424596309661865,0.7432432174682617,135623.0,1.1545,1.7014986276626587,1.4706022116196208e-05
102,102,,794.701122722,,,0.41975308641975306,,,,,1764176758.9911263,102,1.100203275680542,0.7412429451942444,136512.0,1.2352,2.08235502243042,1.4578383269606004e-05
103,103,,795.000177782,,,0.42386831275720166,,,,,1764176759.2902699,103,1.19087815284729,0.7120165824890137,137964.0,1.2008,1.4076154232025146,1.4449793618166594e-05
104,104,,795.58127755,,,0.4279835390946502,,,,,1764176759.871281,104,1.3864258527755737,0.6792611479759216,140350.0,1.4055,1.3179192543029785,1.4320279866427798e-05
105,105,,795.850795085,,,0.43209876543209874,,,,,1764176760.1408312,105,1.1326758861541748,0.7353515625,141378.0,1.0582,1.440521240234375,1.4189868910849779e-05
106,106,,796.152664358,,,0.43621399176954734,,,,,1764176760.4426463,106,1.223917841911316,0.7289271950721741,142426.0,1.2568,1.7788288593292236,1.4058587834217356e-05
107,107,,796.454785241,,,0.4403292181069959,,,,,1764176760.7447515,107,1.084215521812439,0.7301740646362305,143464.0,1.1057,1.5933234691619873,1.392646390001569e-05
108,108,,796.926169092,,,0.4444444444444444,,,,,1764176761.2162192,108,1.2039356231689453,0.7261009812355042,145330.0,1.1635,1.1715883016586304,1.3793524546768358e-05
109,109,,797.225841913,,,0.448559670781893,,,,,1764176761.5158172,109,1.0131251811981201,0.7575757503509521,146621.0,1.0127,1.3946603536605835,1.3659797382339162e-05
110,110,,797.612524831,,,0.45267489711934156,,,,,1764176761.9025457,110,1.3950204849243164,0.6683385372161865,148220.0,1.4366,1.4604185819625854,1.3525310178198707e-05
111,111,,797.915076264,,,0.4567901234567901,,,,,1764176762.2050726,111,0.9951739311218262,0.7757812738418579,149504.0,0.948,1.248509407043457,1.3390090863657048e-05
112,112,,798.218868689,,,0.4609053497942387,,,,,1764176762.508925,112,1.024458646774292,0.7732240557670593,150606.0,0.9358,1.5506792068481445,1.325416752006351e-05
113,113,,798.652581618,,,0.46502057613168724,,,,,1764176762.942532,113,1.2465900182724,0.7148171067237854,152223.0,1.2493,1.2829221487045288,1.311756837497499e-05
114,114,,798.925577356,,,0.4691358024691358,,,,,1764176763.2156034,114,1.2143924236297607,0.7419354915618896,153219.0,1.1859,1.7625579833984375,1.2980321796293838e-05
115,115,,799.380074872,,,0.4732510288065844,,,,,1764176763.6700363,115,1.3257129192352295,0.6942927837371826,155238.0,1.3162,1.2240322828292847,1.284245628637665e-05
116,116,,799.695172937,,,0.4773662551440329,,,,,1764176763.9852118,116,1.2369118928909302,0.7051649689674377,156636.0,1.2737,1.3143819570541382,1.2704000476115079e-05
117,117,,800.055915302,,,0.48148148148148145,,,,,1764176764.345965,117,0.947117269039154,0.7877643704414368,157964.0,0.9422,1.2750126123428345,1.256498311899001e-05
118,118,,800.34076795,,,0.48559670781893005,,,,,1764176764.630863,118,1.3533605337142944,0.6975881457328796,159046.0,1.3089,1.7349083423614502,1.2425433085100224e-05
119,119,,800.640070311,,,0.4897119341563786,,,,,1764176764.9301355,119,1.09311842918396,0.7342995405197144,160292.0,1.0821,1.474139928817749,1.2285379355166893e-05
120,120,,800.942634695,,,0.49382716049382713,,,,,1764176765.2326124,120,1.112575888633728,0.7388939261436462,161399.0,1.053,1.5657457113265991,1.2144851014515055e-05
121,121,,801.267177288,,,0.49794238683127573,,,,,1764176765.5571911,121,1.1495840549468994,0.7252475023269653,163019.0,1.1863,1.1983656883239746,1.2003877247033411e-05
122,122,,801.578309629,,,0.5020576131687243,,,,,1764176765.8683183,122,1.3234578371047974,0.7046476602554321,164357.0,1.316,1.3194116353988647,1.1862487329113606e-05
123,123,,801.870876484,,,0.5061728395061729,,,,,1764176766.160885,123,0.9073813557624817,0.7891458868980408,165485.0,0.9073,1.39395272731781,1.172071062357035e-05
124,124,,802.19842075,,,0.5102880658436214,,,,,1764176766.4884365,124,1.1813446283340454,0.7275063991546631,166656.0,1.1235,1.5571292638778687,1.1578576573543541e-05
125,125,,802.488781023,,,0.51440329218107,,,,,1764176766.7787952,125,1.1602381467819214,0.7241379022598267,167646.0,1.2604,1.6179544925689697,1.1436114696383749e-05
126,126,,802.790293206,,,0.5185185185185185,,,,,1764176767.080294,126,1.123315691947937,0.7548806667327881,169033.0,0.9948,1.5707333087921143,1.1293354577522264e-05
127,127,,803.0927757,,,0.522633744855967,,,,,1764176767.3826654,127,1.1203638315200806,0.7369458079338074,170052.0,1.1433,1.653499960899353,1.1150325864327003e-05
128,128,,803.410118277,,,0.5267489711934157,,,,,1764176767.7001977,128,1.2475144863128662,0.7137870788574219,171202.0,1.2008,1.4798369407653809,1.1007058259945584e-05
129,129,,803.710442149,,,0.5308641975308642,,,,,1764176768.0004647,129,1.2251299619674683,0.6945205330848694,172666.0,1.3116,1.4840717315673828,1.0863581517136776e-05
130,130,,804.007657168,,,0.5349794238683128,,,,,1764176768.2976754,130,1.2677972316741943,0.7256719470024109,173749.0,1.2308,1.5525845289230347,1.0719925432091671e-05
131,131,,804.347787454,,,0.5390946502057613,,,,,1764176768.6378014,131,1.2001641988754272,0.7078431248664856,175283.0,1.2299,1.3371623754501343,1.0576119838245843e-05
132,132,,804.653767001,,,0.5432098765432098,,,,,1764176768.943848,132,1.1696734428405762,0.7178143858909607,176623.0,1.2304,1.6023008823394775,1.043219460008374e-05
133,133,,804.95114888,,,0.5473251028806584,,,,,1764176769.241228,133,1.1233551502227783,0.7481481432914734,177707.0,0.987,1.4099377393722534,1.0288179606936666e-05
134,134,,805.253126184,,,0.551440329218107,,,,,1764176769.5432181,134,0.9584629535675049,0.7832111120223999,178938.0,0.9196,1.4013464450836182,1.0144104766775574e-05
135,135,,805.622732616,,,0.5555555555555556,,,,,1764176769.9127355,135,1.0758278369903564,0.7527675032615662,180297.0,1.0833,1.301176905632019,1e-05
136,136,,805.912317639,,,0.5596707818930041,,,,,1764176770.202332,136,0.9867901802062988,0.7549857497215271,181354.0,1.0041,1.433577299118042,9.855895233224431e-06
137,137,,806.227731984,,,0.5637860082304527,,,,,1764176770.5177448,137,1.3534868955612183,0.6657842397689819,182869.0,1.4392,1.5193151235580444,9.711820393063337e-06
138,138,,806.529711097,,,0.5679012345679012,,,,,1764176770.8198154,138,0.9386358857154846,0.7948718070983887,183848.0,0.8391,1.5860658884048462,9.56780539991626e-06
139,139,,806.892515604,,,0.5720164609053497,,,,,1764176771.1824656,139,1.030605673789978,0.7608069181442261,185240.0,1.0262,1.3436524868011475,9.423880161754158e-06
140,140,,807.173198739,,,0.5761316872427984,,,,,1764176771.4632194,140,1.0184606313705444,0.75789475440979,186194.0,0.9674,1.5346388816833496,9.28007456790833e-06
141,141,,807.61037938,,,0.5802469135802469,,,,,1764176771.900386,141,1.4868242740631104,0.6873720288276672,187663.0,1.4619,1.3672250509262085,9.13641848286323e-06
142,142,,807.900092493,,,0.5843621399176955,,,,,1764176772.190124,142,1.0225491523742676,0.7624660134315491,188770.0,1.0272,1.6908930540084839,8.992941740054418e-06
143,143,,808.349167774,,,0.588477366255144,,,,,1764176772.6391835,143,1.2765215635299683,0.7102803587913513,190486.0,1.2877,1.211792230606079,8.849674135672999e-06
144,144,,808.633183492,,,0.5925925925925926,,,,,1764176772.9232101,144,1.1326848268508911,0.7217175960540771,191701.0,1.1574,1.310060739517212,8.706645422477739e-06
145,145,,808.95284829,,,0.5967078189300411,,,,,1764176773.2428927,145,1.0567229986190796,0.7348484992980957,193289.0,1.1191,1.37611985206604,8.563885303616253e-06
146,146,,809.424012731,,,0.6008230452674898,,,,,1764176773.7140312,146,1.3181767463684082,0.6902506947517395,195088.0,1.3105,1.5606664419174194,8.42142342645646e-06
147,147,,809.693082896,,,0.6049382716049383,,,,,1764176773.9831188,147,1.05448317527771,0.750826895236969,195999.0,1.0863,1.9337478876113892,8.279289376429653e-06
148,148,,810.016033828,,,0.6090534979423868,,,,,1764176774.3060646,148,1.0952223539352417,0.7313713431358337,197600.0,1.1413,1.2536295652389526,8.137512670886397e-06
149,149,,810.315012329,,,0.6131687242798354,,,,,1764176774.6050348,149,1.0020266771316528,0.7521781325340271,198637.0,0.9945,1.5141613483428955,7.996122752966596e-06
150,150,,810.632322605,,,0.6172839506172839,,,,,1764176774.9223006,150,1.2068157196044922,0.7569786310195923,199859.0,1.1042,1.3758244514465332,7.855148985484946e-06
151,151,,810.945285298,,,0.6213991769547325,,,,,1764176775.2352984,151,1.184861660003662,0.7370272874832153,201000.0,1.1649,1.5474309921264648,7.71462064483311e-06
152,152,,811.252153226,,,0.6255144032921811,,,,,1764176775.542059,152,1.2263003587722778,0.7083333134651184,202372.0,1.2562,1.35499107837677,7.574566914899779e-06
153,153,,811.569292472,,,0.6296296296296297,,,,,1764176775.8592598,153,1.024454116821289,0.7759815454483032,203675.0,0.9714,1.5139561891555786,7.4350168810099955e-06
154,154,,812.138652279,,,0.6337448559670782,,,,,1764176776.428659,154,1.1186580657958984,0.7309321761131287,205567.0,1.1567,1.2404162883758545,7.295999523884921e-06
155,155,,812.421886696,,,0.6378600823045267,,,,,1764176776.7118173,155,1.1209315061569214,0.7359050512313843,206919.0,1.1493,1.4234100580215454,7.157543713623353e-06
156,156,,812.766175356,,,0.6419753086419753,,,,,1764176777.0562375,156,1.0423482656478882,0.7454289793968201,208345.0,1.036,1.2393286228179932,7.019678203706164e-06
157,157,,813.055968179,,,0.6460905349794238,,,,,1764176777.3460505,157,1.0977414846420288,0.7569721341133118,209353.0,1.1449,1.7071645259857178,6.882431625025016e-06
158,158,,813.42433716,,,0.6502057613168725,,,,,1764176777.7143388,158,1.0192737579345703,0.7538126111030579,210734.0,1.081,1.4512940645217896,6.745832479936492e-06
159,159,,813.717656026,,,0.654320987654321,,,,,1764176778.0077772,159,1.1861295700073242,0.7102177739143372,211932.0,1.1708,1.6082099676132202,6.609909136342956e-06
160,160,,814.026550945,,,0.6584362139917695,,,,,1764176778.3165436,160,1.3591278791427612,0.6860387325286865,213433.0,1.4442,1.4658739566802979,6.474689821801295e-06
